Titulo,Estreno,Pais,Idiomas,Direccion,Nota,Productoras,Clasificacion,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Premios,Sinopsis,Genero1,Genero2,Duracion
Conexión satánica,2005,Estados Unidos,Ingles,David Winkler,3.9,Relativity Media,PG,Jensen Ackles, Shannyn Sossamon, Dominique Swain, William Sadler, Teach Grant, Martin Cummins,Mejor Guión,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Terror,,
Yakuza Demon,2003,Japón,Japones,Takashi Miike,6.1,Paramount Pictures,PG-13,Riki Takeuchi, Mickey Curtis, Ken'ichi Endô, Renji Ishibashi, Kôichi Iwaki, Hiroshi Katsuno,Mejor Banda Sonora Original,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Acción,,45
Violet Tendencies,2010,Estados Unidos,Ingles,Casper Andreas,5.4,Universal Pictures,PG-13,Mindy Cohn, Marcus Patrick, Jesse Archer, Samuel Whitten, Casper Andreas, Adrian Armas,,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",Romance,,90
Canino,2009,Grecia,,Yorgos Lanthimos,7.1,Miramax Films,PG-13,Christos Stergioglou, Michelle Valley, Angeliki Papoulia, Mary Tsoni, Hristos Passalis, Anna Kalaitzidou,,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,Drama,,90
La sangre de la redención,2013,Estados Unidos,Ingles,"Giorgio Serafini, Shawn Sourgose",3.8,Legendary Entertainment,PG-13,Dolph Lundgren, Billy Zane, Gianni Capaldi, Vinnie Jones, Robert Davi, Robert Miano,Mejor Diseño de Vestuario,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,Acción,,60
Trespassers,2018,Estados Unidos,Ingles,Orson Oblowitz,4,DreamWorks Pictures,G,Angela Trimbur, Zach Avery, Janel Parrish, Jonathan Howard, Carlo Rota, Fairuza Balk,,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Thriller,,120
Unabomber,2006,Estados Unidos,Ingles,"Leigh Scott, David Winton",6,Universal Pictures,PG-13,Julie Anchor, Mike Coffield, John Benjamin Hickey, Michael Uimari, Kari Wishingrad, Kenny New,Mejor Película,Nulla nisl. Nunc nisl.,Intriga,,90
Varg Veum - Oveja negra,2011,Noruega,,Stephan Apelgren,6,Miramax Films,PG,Trond Espen Seim, Bjørn Floberg, Lene Nystrøm, Alexander Karim, Kjærsti Odden Skjeldal, Jakob Oftebro,,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Thriller,,90
City of Scars,2010,Estados Unidos,Ingles,Aaron Schoenke,6,Village Roadshow Pictures,PG-13,Kevin Porter, Paul Matthew Miller, Madelynn Rae, Carlos Baca, Jay Caputo, A.C. Carter,,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Acción, Thriller,90
Tsunami (Haeundae),2009,Corea del Sur,Coreano,Yoon Je-kyun,5.2,Relativity Media,G,Ha Ji-won, Park Joong-hoon, Eom Jeong-hwa, Hwang Jung-min, Seo Yeong-ju, Lee Min-ki,Mejor Actor Principal,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Acción,,90
Mis apetitosos vecinos,2007,Estados Unidos,Ingles,John Kalangis,3.1,Summit Entertainment,G,Billy Zane, Jordan Madley, Maggie Castle, Shauna MacDonald, Michael Rhoades, Rothaford Gray,,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",Terror, Comedia,90
Voces en la noche,2006,Estados Unidos,Ingles,Patrick Stettner,4.8,Miramax,PG-13,Robin Williams, Toni Collette, Sandra Oh, Joe Morton, Rory Culkin, Lisa Emery,,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Thriller,,
El novato,2015,Francia,Frances,Rudi Rosenberg,6.4,Miramax Films,PG,Réphaël Ghrenassia, Joshua Raccah, Géraldine Martineau, Guillaume Cloud-Roussel, Johanna Lindstedt, Max Boublil,Mejor Actriz Principal,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Drama, Comedia,45
Adam &amp; Steve,2005,Estados Unidos,Ingles,Craig Chester,4.3,Miramax,PG,Craig Chester, Malcom Gets, Parker Posey, Noah Segan, Sally Kirkland, Kent Fuher,Mejor Película,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Romance,,
Bunraku,2010,Estados Unidos,Ingles,Guy Moshe,4.9,Columbia Pictures,G,Josh Hartnett, Woody Harrelson, Demi Moore, Ron Perlman, Jordi Mollà, Kevin McKidd,,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Acción, Drama,60
Mega Shark vs. Kolossus,2015,Estados Unidos,Ingles,Christopher Ray,2,Regency Enterprises,PG,Illeana Douglas, Amy Rider, Brody Hutzler, Tara Price, Ernest Thomas, Tim Abell,,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Acción, Ciencia ficción,
Embarazados,2016,España,Español,Juana Macías,5,Focus Features,PG-13,Paco León, Alexandra Jiménez, Ernesto Sevilla, Alberto Amarilla, Goizalde Núñez, Karra Elejalde,,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Drama, Comedia,120
Expertos en crisis,2015,Estados Unidos,Ingles,David Gordon Green,5.5,Columbia Pictures,G,Sandra Bullock, Billy Bob Thornton, Anthony Mackie, Joaquim de Almeida, Ann Dowd, Scoot McNairy,Mejor Actor Principal,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Drama, Comedia,120
Bulbbul,2020,India,Hindi,Anvita Dutt Guptan,4.5,Miramax,PG,Paoli Dam, Parambrata Chatterjee, Rahul Bose, Tripti Dimri, Avinash Tiwary,,,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Terror,,90
Greenberg,2010,Estados Unidos,Ingles,Noah Baumbach,5.3,Walt Disney Pictures,NR,Ben Stiller, Greta Gerwig, Rhys Ifans, Juno Temple, Jennifer Jason Leigh, Mark Duplass,Mejor Actor Principal,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drama, Comedia,
Tommy,2014,Suecia,,Tarik Saleh,5.5,Focus Features,R,Ola Rapace, Moa Gammel, Lykke Li, Alexej Manvelov, Johan Rabaeus, Inez Buckner,,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Intriga,,
Vagón fumador,2001,Argentina,Español,Verónica Chen,4.6,EuropaCorp,NR,Cecilia Bengolea, Leonardo Brzezicki, Adrián Fondari, Pablo Razuk, Fabián Talín, Carlos Issa,Mejor Guión,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Romance,,90
Dos madres perfectas,2013,Australia,Ingles,Anne Fontaine,5,STX Entertainment,PG,Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville, Ben Mendelsohn, Sophie Lowe,,In quis justo. Maecenas rhoncus aliquam lacus.,Drama, Romance,60
Pregúntale al viento,2006,Estados Unidos,Ingles,Robert Towne,4.5,Toho Company,PG,Colin Farrell, Salma Hayek, Donald Sutherland, Eileen Atkins, Idina Menzel, Justin Kirk,,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Drama, Romance,60
Soldado universal: Regeneración,2009,Estados Unidos,Ingles,John Hyams,4.5,DreamWorks Pictures,G,Jean-Claude Van Damme, Dolph Lundgren, Andrei Arlovski, Mike Pyle, Garry Cooper, Corey Johnson,Mejor Diseño de Vestuario,Aenean lectus. Pellentesque eget nunc.,Acción, Ciencia ficción,60
Stricken (Love Life),2009,Bajos (Holanda),,Reinout Oerlemans,6.6,Toho Company,G,Carice van Houten, Barry Atsma, Jeroen Willems, Pierre Bokma, Eline Van der Velden, Anna Drijver,,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Romance,,45
Debug,2014,Canadá,Ingles,David Hewlett,3.6,Columbia Pictures,PG,Jeananne Goossen, Adrian Holmes, Jason Momoa, Adam Butcher, Kyle Mac, Kate Hewlett,,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Ciencia ficción, Terror,45
Last Cab to Darwin,2015,Australia,Ingles,Jeremy Sims,6.6,Universal Pictures,G,Jacki Weaver, Emma Hamilton, Michael Caton, Mark Coles Smith, Lea Purcel, Ningali Lawford,,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,Romance,,120
El hijo,2019,Argentina,Español,Sebastián Schindel,5.3,Legendary Entertainment,G,Joaquín Furriel, Martina Gusman, Luciano Cáceres, Heidi Toini, Regina Lamm, Rubén Szuchmacher,,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",Thriller,,90
El hombre de al lado,2009,Argentina,Español,"Mariano Cohn, Gastón Duprat",6.8,Columbia Pictures,PG-13,Rafael Spregelburd, Daniel Aráoz, Eugenia Alonso, Enrique Gagliesi, Inés Budassi, Lorenza Acuña,Mejor Película,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Drama, Comedia,45
Café de Flore,2011,Canadá,Ingles,Jean-Marc Vallée,6.6,Amblin Partners,NR,Vanessa Paradis, Kevin Parent, Hélène Florent, Evelyne Brochu, Alice Dubois, Michel Dumont,,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Drama, Romance,
El hombre que conocía el infinito,2015,Reino Unido,Ingles,Matt Brown,6.2,Miramax,PG,Dev Patel, Jeremy Irons, Toby Jones, Stephen Fry, Jeremy Northam, Kevin McNally,Mejor Actor Principal,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Drama,,60
The Last Diamond,2014,Francia,Frances,Eric Barbier,5.6,Walt Disney Pictures,PG-13,Yvan Attal, Bérénice Bejo, Jean-François Stévenin, Antoine Basler, Jacques Spiesser, Annie Cordy,Mejor Guión,Nulla tellus. In sagittis dui vel nisl.,Drama, Thriller,90
Der Bunker,2015,Alemania,Aleman,Nikias Chryssos,5.8,STX Entertainment,NC-17,Pit Bukowski, Daniel Fripan, Oona von Maydell, David Scheller,,,Mejor Actriz Principal,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Terror,,90
La Venus de las pieles,2013,Francia,Frances,Roman Polanski,6.9,Walt Disney Pictures,R,Mathieu Amalric, Emmanuelle Seigner,,,,,Mejor Actriz de Reparto,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",Drama, Comedia,45
A la mala,2015,México,Español,Pedro Pablo Ibarra,5,Columbia Pictures,NR,Aislinn Derbez, Mauricio Ochmann, Luis Arrieta, Aurora Papile, Daniela Schmidt, Juan Diego Covarrubias,Mejor Película,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",Comedia, Romance,90
La cena de los idiotas,2010,Estados Unidos,Ingles,Jay Roach,4.4,Lionsgate Films,PG,Paul Rudd, Steve Carell, Zach Galifianakis, Bruce Greenwood, Ron Livingston, Andrea Savage,Mejor Director,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Comedia,,90
Perfect Blue,2002,Japón,Japones,Toshiki Sato,5.7,Paramount Pictures,PG,Nao Omori, Ayaka Maeda, Masahiro Toda, Makiko Watanabe,,,,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Terror, Thriller,90
París,2008,Francia,Frances,Cédric Klapisch,6.2,Miramax,PG,Juliette Binoche, Romain Duris, Fabrice Luchini, François Cluzet, Mélanie Laurent, Albert Dupontel,Mejor Actor de Reparto,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Drama, Romance,90
El último tren a Auschwitz,2006,Alemania,Aleman,"Joseph Vilsmaier, Dana Vávrová",6.1,Miramax,PG,Gedeon Burkhard, Lale Yavas, Lena Beyerling, Juraj Kukura, Sibel Kekilli, Roman Roth,,Quisque ut erat. Curabitur gravida nisi at nibh.,Drama,,90
Iron Man,2008,Estados Unidos,Ingles,Jon Favreau,6.6,Miramax,NR,Robert Downey Jr., Terrence Howard, Gwyneth Paltrow, Jeff Bridges, Stan Lee, Leslie Bibb,,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,Acción, Aventuras,90
Secret Sunday,2010,Tailandia,,Saranyoo Jiralak,4.4,Miramax,PG,James Alexander Mackie, Siraphan Wattanajinda, Pradon Sirakovit, Penpak Sirikul, Nokhrin Hunprasit,,Mejor Película,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Terror,,
El sacrificio de un ciervo sagrado,2017,Reino Unido,Ingles,Yorgos Lanthimos,6.6,Amblin Partners,R,Colin Farrell, Nicole Kidman, Barry Keoghan, Raffey Cassidy, Sunny Suljic, Alicia Silverstone,Mejor Actriz Principal,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Drama, Thriller,60
A ti te quería encontrar,2018,México,Español,Javier Colinas,4.3,Working Title Films,PG-13,Erendira Ibarra, Erick Elias, Patricia Reyes Spíndola, Luis Arrieta, Diana Bracho, Paulette Hernandez,,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Romance,,90
La matanza de Texas: El origen,2006,Estados Unidos,Ingles,Jonathan Liebesman,4.9,Lucasfilm,G,Jordana Brewster, Andrew Bryniarski, R. Lee Ermey, Taylor Handley, Matt Bomer, Diora Baird,Mejor Director,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,Terror, Thriller,
Soul Kitchen,2009,Alemania,Aleman,Fatih Akin,6.6,Warner Bros. Pictures,PG,Adam Bousdoukos, Moritz Bleibtreu, Birol Ünel, Anna Bederke, Pheline Roggan, Lukas Gregorowicz,Mejor Director,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Comedia,,90
Mine,2016,Estados Unidos,Ingles,"Fabio Guaglione, Fabio Resinaro",4.8,Legendary Pictures,G,Armie Hammer, Tom Cullen, Clint Dyer, Annabelle Wallis, Juliet Aubrey, Geoff Bell,Mejor Actor Principal,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Thriller,,60
Soar Into the Sun,2012,Corea del Sur,Coreano,Kim Dong-Won,5.3,DreamWorks Pictures,PG-13,Shin Se-kyung, Yu Jun-sang, Lee Ha-na, Seong-su Kim, Lee Jong-suk, Baek Bong-Gi,,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Acción,,90
Shameless,2012,Polonia,,Filip Marczewski,5.1,DreamWorks Pictures,PG-13,Mateusz Kosciukiewicz, Agnieszka Grochowska, Anna Próchniak, Maciej Marczewski, Pawel Królikowski, Dariusz Majchrzak,,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Romance,,90
Aaltra,2004,Francia,Frances,"Benoît Delépine, Gustave Kervern",6.7,Columbia Pictures,G,Benoît Delépine, Gustave Kervern, Michel de Gavre, Gérard Condejean, Isabelle Delépine, Pierre Ghenassia,Mejor Diseño de Vestuario,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Drama, Comedia,90
Demon Hunter,2005,Estados Unidos,Ingles,Scott Ziehl,3,DreamWorks Pictures,G,Sean Patrick Flanery, Gary Nickens, William Bassett, Robert Alonzo, Harlan Baird, Terrence Beasor,Mejor Diseño de Producción,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Terror,,90
Wonder,2017,Estados Unidos,Ingles,Stephen Chbosky,7.1,Village Roadshow Pictures,G,Jacob Tremblay, Julia Roberts, Owen Wilson, Izabela Vidovic, Noah Jupe, Mandy Patinkin,,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,Drama, Comedia,
Take Me,2017,Estados Unidos,Ingles,Pat Healy,5,20th Century Studios,PG-13,Taylor Schilling, Pat Healy, Alycia Delmore, Jim O'Heir, Mark Kelly, Toby Huss,,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",Comedia,,45
Jóvenes,2004,España,Español,"Ramon Térmens, Carles Torras",4.5,Pixar Animation Studios,G,Roger Coma, Aina Clotet, Pau Roca, Natasha Yarovenko, Judit Uriach, Carmela Poch,Mejor Guión,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Drama,,
Infiltrado en el Norte,2018,Corea del Sur,Coreano,Yun Jong-bin,6.9,Columbia TriStar Motion Picture Group,PG-13,Hwang Jung-min, Lee Sung-min, Cho Jin-woong, Kim Hong-pa, Ju Ji-hun, Ryoo Seong-hyeon,Mejor Guión,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Thriller,,150
Al Pereira vs. the Alligator Ladies,2012,España,Español,Jesús Franco,2.4,Miramax,PG-13,Antonio Mayans, Irene Verdú, Carmen Montes, Paula Davis, Luisje Moyano, Naxo Fiol,,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Terror, Comedia,
Dark Blue,2002,Estados Unidos,Ingles,Ron Shelton,5.4,Regency Enterprises,PG,Kurt Russell, Ving Rhames, Scott Speedman, Brendan Gleeson, Lolita Davidovich, Michael Michele,Mejor Diseño de Producción,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,Acción, Thriller,60
